symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
ITC,2025-10-31T04:38:12Z,"Sensex, Nifty edge up in early trade amid weak global cues; FIIs offload ₹3,077 crore","Top gainers on the Nifty 50 included Eicher Motors and Maruti Suzuki, while NTPC and Cipla were among the biggest losers.",positive,3.8106737e-05,0.00036808485,0.9995938,https://www.thehindubusinessline.com/markets/stock-markets/sensex-nifty-edge-up-in-early-trade-amid-weak-global-cues-fiis-offload-3077-crore/article70224233.ece
ITC,2025-10-31T04:24:14Z,GST portal introduces facility to provide details for import of goods,"The new feature enables businesses to manage import entries and Input Tax Credit (ITC) adjustments within the Invoice Management System, streamlining compliance and enhancing transparency for GST assessees",neutral,0.000440648,0.9995578,1.5619861e-06,https://www.thehindubusinessline.com/economy/gst-portal-introduces-facility-to-provide-details-for-import-of-goods/article70224206.ece
ITC,2025-10-31T02:53:54Z,"ITC Q2 Review: Goldman Sachs, Citi Maintain 'Buy' Betting On Strong Cigarette Growth, FMCG Rebound","Major financial institutions, including Goldman Sachs (GS) and Citi, have maintained a strong positive outlook on ITC, primarily driven by robust performance in the core cigarette segment and the expectation of significant margin recovery across its diverse b…",neutral,4.5639095e-10,1.0,1.7960906e-09,https://www.ndtvprofit.com/markets/itc-q2-review-goldman-sachs-citi-maintain-buy-betting-on-strong-cigarette-growth-fmcg-rebound
ITC,2025-10-31T01:57:51Z,"Stock Picks Today: Swiggy, Lodha, ITC, Dabur, NTPC On Brokerage Radar","Swiggy Ltd., Lodha Developers Ltd., ITC Ltd., Dabur India Ltd., and NTPC Ltd. are among companies that have drawn commentary from top brokerages on Friday. Analysts have tweaked share price targets after these companies announced their September quarter resul…",negative,0.9997894,1.3620889e-05,0.00019701132,https://www.ndtvprofit.com/markets/stock-picks-today-swiggy-lodha-itc-dabur-ntpc-on-brokerage-radar
ITC,2025-10-31T01:56:00Z,ITC Vs Dabur: Which FMCG Stock Should You Bet On After Q2 Results? Here's A Five-Point Analysis,ITC Vs Dabur: ITC Vs Dabur: India's leading homegrown fast-moving consumer products (FMCG) giants ITC Ltd and Dabur India reported a steady performance despite headwinds during the July-Sept quarter for fiscal 2025-26 (Q2FY26). The FMCG majors have received f…,neutral,2.7588038e-07,0.99999976,4.3136804e-08,https://www.ndtvprofit.com/markets/itc-vs-dabur-which-fmcg-stock-should-you-bet-on-after-q2-results-heres-a-five-point-analysis
ITC,2025-10-31T01:30:00Z,"Stocks To Watch Today: ITC, Swiggy, Dabur, Bandhan Bank, DLF, NTPC","Tata Consultancy Services Ltd., Swiggy Ltd., Phoenix Mills Ltd., and Vedanta Ltd. are some of the stocks that will catch investor's attention on Friday. Here are some of the major announcements that came after Thursday's market hours:",negative,0.99994934,4.891705e-05,1.7377216e-06,https://www.ndtvprofit.com/markets/stocks-to-watch-today-itc-swiggy-dabur-bandhan-bank-dlf-ntpc
ITC,2025-10-31T00:57:00Z,"Day Trading Guide for October 31, 2025: Intraday supports, resistances for Nifty50 stocks","The Day Trading Guide provides key intraday support and resistance levels to watch for on Nifty Futures and widely traded stocks such as Reliance Industries, ONGC, Infosys, TCS, HDFC Bank, SBI and ITC",negative,0.9999933,2.6678847e-06,4.103864e-06,https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-october-31/article70220956.ece
ITC,2025-10-31T00:41:00Z,"Stocks in news: Maruti Suzuki, ITC, Dabur, Swiggy, RIL, IEX","Indian markets experienced a downturn, influenced by the US Federal Reserve's cautious stance on interest rates and ongoing US-China trade tensions. Analysts anticipate continued consolidation, advising investors to focus on quality stocks and sector-specific…",positive,0.0021325415,2.4630262e-06,0.997865,https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-maruti-suzuki-itc-dabur-swiggy-ril-iex/articleshow/124960853.cms
ITC,2025-10-30T15:13:35Z,"ITC Q2 net up 4.1% at ₹5,179.82 crore, revenue falls 2.4%","ITC's Q2 net profit rises 4.1% to ₹5,179.82 crore, while revenue declines 2.4% amid pressure on non-cigarette FMCG and paper sectors.",neutral,7.1631536e-07,0.9999206,7.8630605e-05,https://www.thehindubusinessline.com/companies/itc-q2-net-up-41-at-517982-crore-revenue-falls-24/article70222189.ece
ITC,2025-10-30T14:46:42Z,United Breweries Q2 sales dip 3% as heavy monsoon hits key markets,"United Breweries reported a 3% year-on-year decline in Q2 sales volume and value, hit by an “unusual monsoon” that flooded three breweries and hurt demand in key states like Karnataka, Odisha, and Telangana. Premium brands, however, grew 17%.",positive,5.261991e-08,1.2365233e-06,0.9999987,https://economictimes.indiatimes.com/markets/stocks/earnings/united-breweries-q2-sales-dip-3-as-heavy-monsoon-hits-key-markets/articleshow/124957811.cms
ITC,2025-10-30T14:35:04Z,"Agri drags ITC Q2 revenue as excess rains hurt demand, profit up 4%","ITC's FMCG - Others business, excluding notebooks, grew 8% year on year for the September 2025 quarter to ₹5,964 crore, while its new ‘digital first’ portfolio of acquired D2C brands hit ₹1,100 crore in annual revenue runrate.&nbsp;",neutral,8.843114e-06,0.9994036,0.00058763503,https://www.livemint.com/companies/news/itc-q2-results-net-profit-revenue-earnings-fmcg-gst-cut-11761826166803.html
ITC,2025-10-30T12:40:00Z,"India Hospitality Forecast and Competitive Landscape Report 2025: A $798.95 Billion Market by 2033 Featuring Oberoi, ITC, The Park Hotel, Leela, Taj Hotels, Lemon Tree, Hyatt, Marriott, Radisson, OYO","The India hospitality market is poised for significant growth, projected to surge from US$ 243.56 billion in 2024 to US$ 798.95 billion by 2033, at a CAGR of 14.11%. Key drivers include increased domestic and international travel, rising disposable incomes, a…",neutral,3.1271657e-07,0.99999964,2.1557407e-08,https://www.globenewswire.com/news-release/2025/10/30/3177431/28124/en/India-Hospitality-Forecast-and-Competitive-Landscape-Report-2025-A-798-95-Billion-Market-by-2033-Featuring-Oberoi-ITC-The-Park-Hotel-Leela-Taj-Hotels-Lemon-Tree-Hyatt-Marriott-Radi.html
ITC,2025-10-30T12:31:39Z,Energising India’s bio-gas sector: Replicating ethanol success,A set of targeted policies and regulatory reforms are needed to build an enabling ecosystem,neutral,0.00037557492,0.99961805,6.317285e-06,https://www.thehindubusinessline.com/opinion/energising-indias-bio-gas-sector-replicating-ethanol-success/article70221198.ece
ITC,2025-10-30T12:14:36Z,ITC To Make Voluntary Exit From Calcutta Stock Exchange,"ITC Ltd.'s board of directors has given a go-ahead to voluntary delisting of shares from the Calcutta Stock Exchange, according to a regulatory filing on Thursday. The company also informed that their shares will remained continue to remain listed on the Nati…",negative,0.8547998,0.0060141818,0.13918602,https://www.ndtvprofit.com/markets/itc-to-make-voluntary-exit-from-calcutta-stock-exchange
ITC,2025-10-30T11:11:36Z,"ITC Q2 Results: Net profit rises 3% YoY to Rs 5,126 crore, revenue declines 1%","ITC Q2 Results: Diversified conglomerate ITC Ltd reported 3% year-on-year (YoY) growth in its net profit at Rs 5126 crore in the second quarter. Revenues declined 1% YoY to Rs 21,256 crore.",positive,0.0006116817,0.018424906,0.98096347,https://economictimes.indiatimes.com/markets/stocks/earnings/itc-q2-results-net-profit-rises-3-yoy-to-rs-5126-crore-revenue-declines-1/articleshow/124949295.cms
ITC,2025-10-30T11:11:08Z,"ITC Q2 Results: Profit Sees Modest Growth, Revenue Slips 3.4%","ITC Ltd.'s net profit rose 2% in the September quarter, while its revenue saw a 2.4% decline, according to the standalone financial results declared by the company on Thursday. The cigarette maker posted a bottom line of Rs 5,179.82 crore, as against Rs 5,078…",positive,0.00035980783,0.009159682,0.9904805,https://www.ndtvprofit.com/quarterly-earnings/itc-q2-results-profit-sees-modest-growth-revenue-slips-34
ITC,2025-10-30T10:45:00Z,"Baking Ingredients Market Size to Exceed USD 31.72 Billion by 2034, Driven by Health and AI Innovation | Towards FnB","According to Towards FnB, the global baking ingredients market size is evaluated at USD 18 billion in 2025 and is expected to reach USD 31.72 billion by 2034, expanding at a CAGR of 6.5% from 2025 to 2034. This steady rise highlights the increasing reliance o…",neutral,8.617598e-06,0.99999034,1.0598446e-06,https://www.globenewswire.com/news-release/2025/10/30/3177182/0/en/Baking-Ingredients-Market-Size-to-Exceed-USD-31-72-Billion-by-2034-Driven-by-Health-and-AI-Innovation-Towards-FnB.html
ITC,2025-10-30T05:30:35Z,"Patent Litigation Associate or Staff Attorney (5+ Years) – Law Firm – San Francisco, CA","At ArentFox Schiff, we know that diverse backgrounds produce different perspectives, richer thinking, and more creative solutions to the challenges our clients face. We hope you share that vision. Join us and take on the challenge of doing meaningful work whi…",negative,0.99819523,0.0016995366,0.00010513262,https://patentlyo.com/jobs/2025/10/litigation-associate-attorney-francisco.html
ITC,2025-10-30T05:01:46Z,Markets open lower as Fed rate cut caution weighs on sentiment,"Larsen & Toubro emerged as the top gainer on the Nifty50, surging 2.11 per cent to ₹4,041.60, followed by Shriram Finance, which gained 0.98 per cent to ₹745.70",neutral,4.176295e-06,0.9999614,3.439472e-05,https://www.thehindubusinessline.com/markets/markets-open-lower-as-fed-rate-cut-caution-weighs-on-sentiment/article70219738.ece
ITC,2025-10-30T05:01:18Z,THESE travel credit cards can help you save money as you plan your itinerary. See details,Using the right card can help you save considerable amount of money. We list out some popular travel credit cards here,negative,0.9994893,0.000500236,1.0521587e-05,https://www.livemint.com/money/personal-finance/these-travel-credit-cards-can-help-you-save-money-as-you-plan-your-itinerary-see-details-11761751761265.html
