symbol,publishedAt,title,description,sentiment,neg,neu,pos,url
WIPRO,2025-10-31T06:03:08Z,"Japan's Kansai Electric shares rise 5% after forecasting higher profit, dividend","Kansai Electric Power Co. shares surged 5% after the utility boosted its profit forecast by 22% to 360 billion yen and increased its dividend to 75 yen per share. This positive outlook, coupled with activist investor Elliott's increased stake, has driven the …",neutral,1.5375119e-09,1.0,6.253567e-09,https://economictimes.indiatimes.com/markets/stocks/news/japans-kansai-electric-shares-rise-5-after-forecasting-higher-profit-dividend/articleshow/124986238.cms
WIPRO,2025-10-31T05:59:38Z,"Mphasis Q2 Results: Net profit up 11% YoY to Rs 469 crore; revenue rises to Rs 3,902 crore","Mphasis reported a 10.79% increase in net profit to Rs 469 crore for the July-September quarter, with revenue rising 10.34% to Rs 3,901.91 crore. The company's CEO highlighted strong total contract value wins of USD 528 million, driven by early investments in…",neutral,1.3863723e-08,1.0,2.1409319e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/mphasis-q2-results-net-profit-up-11-yoy-to-rs-469-crore-revenue-rises-to-rs-3902-crore/articleshow/124986190.cms
WIPRO,2025-10-31T05:12:13Z,Japan bonds rise after dovish BOJ stokes demand at two-year auction,Japanese government bonds saw a rise on Friday. This came after a successful auction of two-year notes. Investor confidence returned following a dovish statement from Bank of Japan Governor Kazuo Ueda. The central bank decided against raising interest rates. …,neutral,0.0027728707,0.99234164,0.004885524,https://economictimes.indiatimes.com/markets/bonds/japan-bonds-rise-after-dovish-boj-stokes-demand-at-two-year-auction/articleshow/124985308.cms
WIPRO,2025-10-31T05:01:10Z,Cognizant India IPO: IT Major 'Exploring Options' Amid Valuation Gap With Peers,Cognizant India IPO: Nasdaq-listed information technology services major Cognizant Technology Solutions Corp. is weighing options for an India listing as the stock continues trading at a discount to its India-listed peers. In a post-earnings call with analyst…,negative,0.99998546,8.694054e-06,5.8806822e-06,https://www.ndtvprofit.com/ipos/cognizant-india-ipo-it-major-exploring-options-amid-valuation-gap-with-peers
WIPRO,2025-10-31T04:33:34Z,Aditya Birla Capital Q2 Results: Profit rises 3% YoY to Rs 855 crore,"In an impressive quarterly report, Aditya Birla Capital revealed a net profit surge for Q2 of FY26, reaching Rs 855 crore, up from Rs 834 crore year-on-year. This promising uptick in total income and a 10% increase in assets under management highlight the com…",neutral,2.9405236e-09,1.0,3.9430823e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/aditya-birla-capital-q2-results-profit-rises-3-yoy-to-rs-855-crore/articleshow/124984187.cms
WIPRO,2025-10-31T04:03:29Z,"Sensex, Nifty flat as foreign outflows cap rally near record highs","Indian stocks opened with a muted tone on Friday, with the Sensex and Nifty experiencing minor fluctuations. The domestic rally lost some steam as foreign investors resumed selling, though strong corporate earnings and easing global trade tensions provided so…",positive,3.161696e-05,8.706359e-05,0.99988127,https://economictimes.indiatimes.com/markets/stocks/news/sensex-nifty-flat-as-foreign-outflows-cap-rally-near-record-highs/articleshow/124983173.cms
WIPRO,2025-10-31T00:45:41Z,"Will Lenskart’s Rs 7,278 crore IPO deliver long-term vision for investors?","Lenskart Solutions is set to raise over ₹7,000 crore through its upcoming IPO. The eyewear retailer aims to fund expansion and acquisitions. Despite a growing revenue and a recent profit, the company's valuation appears high. Lenskart operates in a competitiv…",neutral,0.000927856,0.9990578,1.4239292e-05,https://economictimes.indiatimes.com/markets/ipos/fpos/will-lenskarts-rs-7278-crore-ipo-deliver-long-term-vision-for-investors/articleshow/124977553.cms
WIPRO,2025-10-31T00:41:00Z,Pre-market action: Here's the trade setup for today's session,"Nifty experienced a gap-down opening on Thursday and declined throughout the session. Immediate support is seen around 25,800, with a breakdown potentially leading to further declines. Gift Nifty signals a mixed start. India VIX rose. Asian markets showed mix…",negative,0.58283746,0.0072976747,0.40986493,https://economictimes.indiatimes.com/markets/stocks/news/pre-market-action-heres-the-trade-setup-for-todays-session/articleshow/124960935.cms
WIPRO,2025-10-31T00:39:43Z,10-year bond yield up 4 bps on fading US rate cut hopes,India's 10-year government bond yield saw its biggest jump in six weeks. This happened as the US Federal Reserve's hawkish comments lowered expectations for interest rate cuts. Domestic market worries about demand and liquidity also contributed. Traders are w…,positive,2.3440902e-05,1.3988688e-05,0.99996257,https://economictimes.indiatimes.com/markets/bonds/10-year-bond-yield-up-4-bps-on-fading-us-rate-cut-hopes/articleshow/124977428.cms
WIPRO,2025-10-31T00:23:56Z,"Rupee hits two-week low amid RBI intervention, US Fed's hawkish stance",The Indian rupee touched a two-week low of 88.74 against the dollar on Thursday. It later strengthened slightly to close at 88.70. This weakness followed month-end dollar demand and potential RBI position squaring. The central bank intervened to curb losses. …,positive,0.028438652,0.059126034,0.9124353,https://economictimes.indiatimes.com/markets/forex/rupee-hits-two-week-low-amid-rbi-intervention-us-feds-hawkish-stance/articleshow/124977030.cms
WIPRO,2025-10-31T00:13:19Z,"Sebi plans to expand non-benchmark indices like Bankex, Banknifty and Finnifty","Sebi has proposed changes to non-benchmark indices like Bankex, Banknifty, and Finnifty, expanding individual stock weights. The regulator capped the top constituent's weight at 20% and the top three at 45%, with at least 14 constituents. These adjustments ai…",negative,0.99988914,5.8144848e-05,5.2719297e-05,https://economictimes.indiatimes.com/markets/stocks/news/sebi-plans-to-expand-non-benchmark-indices-like-bankex-banknifty-and-finnifty/articleshow/124976913.cms
WIPRO,2025-10-30T19:31:22Z,HDFC Bank reappoints Kaizad Bharucha as DMD for 3 yrs,"HDFC Bank's board has approved Kaizad Bharucha's reappointment as deputy managing director. This reappointment is for a three-year term and requires approval from the Reserve Bank of India. Bharucha has a long association with the bank, joining in 1995. He pl…",negative,0.99998844,7.3089745e-06,4.296942e-06,https://economictimes.indiatimes.com/industry/banking/finance/banking/hdfc-bank-reappoints-kaizad-bharucha-as-dmd-for-3-yrs/articleshow/124976984.cms
WIPRO,2025-10-30T19:29:27Z,"Mid-sized lenders tap foreign links, tech to gain scale","Indian banks are experiencing a surge of foreign investment that’s akin to a refreshing breeze in a competitive atmosphere. This wave of investment injects vital capital and advanced technology into smaller banks, enabling them to vie against industry titans.…",neutral,0.0031963668,0.99607605,0.00072751666,https://economictimes.indiatimes.com/industry/banking/finance/banking/mid-sized-lenders-tap-foreign-links-tech-to-gain-scale/articleshow/124976966.cms
WIPRO,2025-10-30T19:23:51Z,Banks frontload provisions to be fit for ECL days,Banks are proactively setting aside extra funds. This is in preparation for a new expected credit loss framework starting in 2027. Some lenders are also covering anticipated stress in microfinance loans. This move aims to strengthen balance sheets ahead of re…,neutral,0.0006287747,0.9993636,7.643865e-06,https://economictimes.indiatimes.com/industry/banking/finance/banking/banks-frontload-provisions-to-be-fit-for-ecl-days/articleshow/124976940.cms
WIPRO,2025-10-30T16:41:40Z,Bank deposit growth slows to 9.5% as of Oct 17: RBI data,Bank deposit growth has slowed. Credit growth remains steady. This creates a wider gap between the two. Lower interest rates are making bank deposits less appealing to savers. Funds are shifting from current and savings accounts to fixed deposits for better r…,positive,1.8321878e-05,0.00010209936,0.9998796,https://economictimes.indiatimes.com/industry/banking/finance/banking/bank-deposit-growth-slows-to-9-5-as-of-oct-17-rbi-data/articleshow/124977155.cms
WIPRO,2025-10-30T15:02:57Z,United Spirits Q2 profit jumps 41% to Rs 472 crore on premium brand sales,"United Spirits reported a 41% rise in net profit to ₹472 crore in Q2, driven by premium brand demand, improved margins, and pricing actions, despite regulatory headwinds in Maharashtra. Revenue rose 11.5% to ₹3,170 crore.",neutral,1.9601988e-08,1.0,8.687171e-09,https://economictimes.indiatimes.com/markets/stocks/earnings/united-spirits-q2-profit-jumps-41-to-rs-472-crore-on-premium-brand-sales/articleshow/124958501.cms
WIPRO,2025-10-30T14:50:56Z,"Motilal Oswal Q2 Results: Profit plunges 68% YoY to Rs 362 crore, revenue down 35%","Motilal Oswal Financial Services reported a 68% YoY decline in consolidated profit to ₹362 crore, while revenue fell 35% to ₹1,849 crore. However, asset management and private wealth units posted strong double-digit growth, lifting AUM to ₹1.77 lakh crore.",positive,1.1036666e-05,0.0020152836,0.9979736,https://economictimes.indiatimes.com/markets/stocks/earnings/motilal-oswal-q2-results-profit-plunges-68-yoy-to-rs-362-crore-revenue-down-35/articleshow/124958170.cms
WIPRO,2025-10-30T14:40:12Z,"Unbacked cryptos have no value, stablecoins risk policy sovereignty: RBI DG",RBI Deputy Governor T. Rabi Sankar has voiced concerns about stablecoins. He believes they could destabilize economies like India and that Central Bank Digital Currencies offer superior functionality. Sankar also asserted that cryptocurrencies lacking backing…,positive,0.00021265929,0.00016411718,0.9996232,https://economictimes.indiatimes.com/news/economy/policy/unbacked-cryptos-have-no-value-stablecoins-risk-policy-sovereignty-rbi-dg/articleshow/124977189.cms
